citizenship,date,encounter_count,country_of_entry
EQUATORIAL GUINEA,2019-05-01,1,MEXICO
KENYA,2019-05-01,0,MEXICO
LESOTHO,2019-05-01,0,MEXICO
LIBERIA,2019-05-01,0,MEXICO
MADAGASCAR,2019-05-01,1,MEXICO
MALI,2019-05-01,4,MEXICO
MOROCCO,2019-05-01,0,MEXICO
MAURITIUS,2019-05-01,0,MEXICO
MAURITANIA,2019-05-01,24,MEXICO
NIGERIA,2019-05-01,1,MEXICO
SÃO TOMÉ & PRÍNCIPE,2019-05-01,1,MEXICO
SENEGAL,2019-05-01,2,MEXICO
SIERRA LEONE,2019-05-01,0,MEXICO
SOMALIA,2019-05-01,0,MEXICO
SOUTH AFRICA,2019-05-01,0,MEXICO
SUDAN,2019-05-01,0,MEXICO
TOGO,2019-05-01,17,MEXICO
UGANDA,2019-05-01,7,MEXICO
STATELESS,2019-05-01,0,MEXICO
CANADA,2019-04-01,1,MEXICO
UNITED STATES,2019-04-01,123,MEXICO
BELIZE,2019-04-01,20,MEXICO
COSTA RICA,2019-04-01,2,MEXICO
EL SALVADOR,2019-04-01,1960,MEXICO
GUATEMALA,2019-04-01,5375,MEXICO
HONDURAS,2019-04-01,10297,MEXICO
NICARAGUA,2019-04-01,360,MEXICO
PANAMA,2019-04-01,2,MEXICO
CUBA,2019-04-01,1683,MEXICO
DOMINICAN REPUBLIC,2019-04-01,10,MEXICO
HAITI,2019-04-01,416,MEXICO
JAMAICA,2019-04-01,1,MEXICO
ARGENTINA,2019-04-01,6,MEXICO
BOLIVIA,2019-04-01,0,MEXICO
BRAZIL,2019-04-01,56,MEXICO
CHILE,2019-04-01,20,MEXICO
COLOMBIA,2019-04-01,48,MEXICO
ECUADOR,2019-04-01,30,MEXICO
GUYANA,2019-04-01,0,MEXICO
PARAGUAY,2019-04-01,0,MEXICO
PERU,2019-04-01,6,MEXICO
URUGUAY,2019-04-01,0,MEXICO
VENEZUELA,2019-04-01,35,MEXICO
GERMANY,2019-04-01,0,MEXICO
ANDORRA,2019-04-01,0,MEXICO
AUSTRIA,2019-04-01,0,MEXICO
BELGIUM,2019-04-01,0,MEXICO
CROATIA,2019-04-01,0,MEXICO
SLOVAKIA,2019-04-01,0,MEXICO
SPAIN,2019-04-01,1,MEXICO
FINLAND,2019-04-01,0,MEXICO
FRANCE,2019-04-01,0,MEXICO
GREECE,2019-04-01,0,MEXICO
HUNGARY,2019-04-01,0,MEXICO
IRELAND,2019-04-01,0,MEXICO
ITALY,2019-04-01,0,MEXICO
KOSOVO,2019-04-01,0,MEXICO
LITHUANIA,2019-04-01,0,MEXICO
NETHERLANDS,2019-04-01,0,MEXICO
POLAND,2019-04-01,0,MEXICO
PORTUGAL,2019-04-01,0,MEXICO
UNITED KINGDOM,2019-04-01,0,MEXICO
ROMANIA,2019-04-01,0,MEXICO
RUSSIA,2019-04-01,1,MEXICO
SERBIA,2019-04-01,0,MEXICO
SWITZERLAND,2019-04-01,0,MEXICO
UKRAINE,2019-04-01,0,MEXICO
AFGHANISTAN,2019-04-01,3,MEXICO
SAUDI ARABIA,2019-04-01,0,MEXICO
ARMENIA,2019-04-01,0,MEXICO
BANGLADESH,2019-04-01,110,MEXICO
CAMBODIA,2019-04-01,0,MEXICO
CHINA,2019-04-01,0,MEXICO
CYPRUS,2019-04-01,0,MEXICO
SOUTH KOREA,2019-04-01,0,MEXICO
PHILIPPINES,2019-04-01,0,MEXICO
GEORGIA,2019-04-01,1,MEXICO
INDIA,2019-04-01,272,MEXICO
IRAQ,2019-04-01,6,MEXICO
IRAN,2019-04-01,0,MEXICO
ISRAEL,2019-04-01,0,MEXICO
JAPAN,2019-04-01,0,MEXICO
JORDAN,2019-04-01,0,MEXICO
KYRGYZSTAN,2019-04-01,0,MEXICO
LEBANON,2019-04-01,0,MEXICO
MYANMAR (BURMA),2019-04-01,0,MEXICO
MONGOLIA,2019-04-01,0,MEXICO
NEPAL,2019-04-01,30,MEXICO
PAKISTAN,2019-04-01,27,MEXICO
PALESTINIAN TERRITORIES,2019-04-01,0,MEXICO
SINGAPORE,2019-04-01,0,MEXICO
SYRIA,2019-04-01,0,MEXICO
SRI LANKA,2019-04-01,20,MEXICO
THAILAND,2019-04-01,0,MEXICO
TAIWAN,2019-04-01,1,MEXICO
TAJIKISTAN,2019-04-01,0,MEXICO
TURKEY,2019-04-01,1,MEXICO
UZBEKISTAN,2019-04-01,0,MEXICO
VIETNAM,2019-04-01,0,MEXICO
YEMEN,2019-04-01,8,MEXICO
ANGOLA,2019-04-01,68,MEXICO
ALGERIA,2019-04-01,0,MEXICO
BENIN,2019-04-01,0,MEXICO
BURKINA FASO,2019-04-01,11,MEXICO
BURUNDI,2019-04-01,0,MEXICO
CAMEROON,2019-04-01,214,MEXICO
CENTRAL AFRICAN REPUBLIC,2019-04-01,0,MEXICO
CONGO - KINSHASA,2019-04-01,401,MEXICO
CÔTE D’IVOIRE,2019-04-01,2,MEXICO
EGYPT,2019-04-01,1,MEXICO
ERITREA,2019-04-01,43,MEXICO
ETHIOPIA,2019-04-01,6,MEXICO
GABON,2019-04-01,1,MEXICO
GAMBIA,2019-04-01,0,MEXICO
GHANA,2019-04-01,10,MEXICO
GUINEA,2019-04-01,21,MEXICO
GUINEA-BISSAU,2019-04-01,0,MEXICO
EQUATORIAL GUINEA,2019-04-01,0,MEXICO
KENYA,2019-04-01,1,MEXICO
LESOTHO,2019-04-01,0,MEXICO
LIBERIA,2019-04-01,0,MEXICO
MADAGASCAR,2019-04-01,0,MEXICO
MALI,2019-04-01,1,MEXICO
MOROCCO,2019-04-01,0,MEXICO
MAURITIUS,2019-04-01,0,MEXICO
MAURITANIA,2019-04-01,14,MEXICO
NIGERIA,2019-04-01,5,MEXICO
SÃO TOMÉ & PRÍNCIPE,2019-04-01,0,MEXICO
SENEGAL,2019-04-01,1,MEXICO
SIERRA LEONE,2019-04-01,0,MEXICO
SOMALIA,2019-04-01,0,MEXICO
SOUTH AFRICA,2019-04-01,0,MEXICO
SUDAN,2019-04-01,2,MEXICO
TOGO,2019-04-01,7,MEXICO
UGANDA,2019-04-01,4,MEXICO
STATELESS,2019-04-01,0,MEXICO
CANADA,2019-03-01,4,MEXICO
UNITED STATES,2019-03-01,90,MEXICO
BELIZE,2019-03-01,5,MEXICO
COSTA RICA,2019-03-01,1,MEXICO
EL SALVADOR,2019-03-01,1358,MEXICO
GUATEMALA,2019-03-01,3305,MEXICO
HONDURAS,2019-03-01,6547,MEXICO
NICARAGUA,2019-03-01,231,MEXICO
PANAMA,2019-03-01,3,MEXICO
CUBA,2019-03-01,632,MEXICO
DOMINICAN REPUBLIC,2019-03-01,1,MEXICO
HAITI,2019-03-01,240,MEXICO
JAMAICA,2019-03-01,0,MEXICO
ARGENTINA,2019-03-01,0,MEXICO
BOLIVIA,2019-03-01,2,MEXICO
BRAZIL,2019-03-01,17,MEXICO
CHILE,2019-03-01,5,MEXICO
COLOMBIA,2019-03-01,81,MEXICO
ECUADOR,2019-03-01,12,MEXICO
GUYANA,2019-03-01,0,MEXICO
PARAGUAY,2019-03-01,0,MEXICO
PERU,2019-03-01,5,MEXICO
URUGUAY,2019-03-01,2,MEXICO
VENEZUELA,2019-03-01,67,MEXICO
GERMANY,2019-03-01,0,MEXICO
ANDORRA,2019-03-01,0,MEXICO
AUSTRIA,2019-03-01,0,MEXICO
BELGIUM,2019-03-01,0,MEXICO
CROATIA,2019-03-01,0,MEXICO
SLOVAKIA,2019-03-01,0,MEXICO
SPAIN,2019-03-01,1,MEXICO
FINLAND,2019-03-01,0,MEXICO
FRANCE,2019-03-01,0,MEXICO
GREECE,2019-03-01,0,MEXICO
HUNGARY,2019-03-01,0,MEXICO
IRELAND,2019-03-01,0,MEXICO
ITALY,2019-03-01,0,MEXICO
KOSOVO,2019-03-01,0,MEXICO
LITHUANIA,2019-03-01,0,MEXICO
NETHERLANDS,2019-03-01,0,MEXICO
POLAND,2019-03-01,0,MEXICO
PORTUGAL,2019-03-01,0,MEXICO
UNITED KINGDOM,2019-03-01,1,MEXICO
ROMANIA,2019-03-01,0,MEXICO
RUSSIA,2019-03-01,0,MEXICO
SERBIA,2019-03-01,0,MEXICO
SWITZERLAND,2019-03-01,0,MEXICO
UKRAINE,2019-03-01,1,MEXICO
AFGHANISTAN,2019-03-01,3,MEXICO
SAUDI ARABIA,2019-03-01,0,MEXICO
ARMENIA,2019-03-01,0,MEXICO
BANGLADESH,2019-03-01,64,MEXICO
CAMBODIA,2019-03-01,0,MEXICO
CHINA,2019-03-01,0,MEXICO
CYPRUS,2019-03-01,0,MEXICO
SOUTH KOREA,2019-03-01,1,MEXICO
PHILIPPINES,2019-03-01,0,MEXICO
GEORGIA,2019-03-01,0,MEXICO
INDIA,2019-03-01,160,MEXICO
IRAQ,2019-03-01,1,MEXICO
IRAN,2019-03-01,2,MEXICO
ISRAEL,2019-03-01,0,MEXICO
JAPAN,2019-03-01,0,MEXICO
JORDAN,2019-03-01,0,MEXICO
KYRGYZSTAN,2019-03-01,0,MEXICO
LEBANON,2019-03-01,0,MEXICO
MYANMAR (BURMA),2019-03-01,0,MEXICO
MONGOLIA,2019-03-01,0,MEXICO
NEPAL,2019-03-01,39,MEXICO
PAKISTAN,2019-03-01,11,MEXICO
PALESTINIAN TERRITORIES,2019-03-01,0,MEXICO
SINGAPORE,2019-03-01,0,MEXICO
SYRIA,2019-03-01,0,MEXICO
SRI LANKA,2019-03-01,20,MEXICO
THAILAND,2019-03-01,0,MEXICO
TAIWAN,2019-03-01,0,MEXICO
TAJIKISTAN,2019-03-01,0,MEXICO
TURKEY,2019-03-01,0,MEXICO
UZBEKISTAN,2019-03-01,0,MEXICO
VIETNAM,2019-03-01,0,MEXICO
YEMEN,2019-03-01,9,MEXICO
ANGOLA,2019-03-01,42,MEXICO
ALGERIA,2019-03-01,0,MEXICO
BENIN,2019-03-01,0,MEXICO
BURKINA FASO,2019-03-01,0,MEXICO
BURUNDI,2019-03-01,0,MEXICO
CAMEROON,2019-03-01,126,MEXICO
CENTRAL AFRICAN REPUBLIC,2019-03-01,0,MEXICO
CONGO - KINSHASA,2019-03-01,169,MEXICO
CÔTE D’IVOIRE,2019-03-01,0,MEXICO
EGYPT,2019-03-01,0,MEXICO
ERITREA,2019-03-01,27,MEXICO
ETHIOPIA,2019-03-01,2,MEXICO
GABON,2019-03-01,0,MEXICO
GAMBIA,2019-03-01,0,MEXICO
GHANA,2019-03-01,8,MEXICO
GUINEA,2019-03-01,12,MEXICO
GUINEA-BISSAU,2019-03-01,0,MEXICO
EQUATORIAL GUINEA,2019-03-01,0,MEXICO
KENYA,2019-03-01,0,MEXICO
LESOTHO,2019-03-01,1,MEXICO
LIBERIA,2019-03-01,0,MEXICO
MADAGASCAR,2019-03-01,0,MEXICO
MALI,2019-03-01,0,MEXICO
MOROCCO,2019-03-01,0,MEXICO
MAURITIUS,2019-03-01,0,MEXICO
MAURITANIA,2019-03-01,8,MEXICO
NIGERIA,2019-03-01,0,MEXICO
SÃO TOMÉ & PRÍNCIPE,2019-03-01,0,MEXICO
SENEGAL,2019-03-01,7,MEXICO
SIERRA LEONE,2019-03-01,2,MEXICO
SOMALIA,2019-03-01,0,MEXICO
SOUTH AFRICA,2019-03-01,0,MEXICO
SUDAN,2019-03-01,0,MEXICO
TOGO,2019-03-01,0,MEXICO
UGANDA,2019-03-01,10,MEXICO
STATELESS,2019-03-01,0,MEXICO
CANADA,2019-02-01,0,MEXICO
UNITED STATES,2019-02-01,74,MEXICO
BELIZE,2019-02-01,6,MEXICO
COSTA RICA,2019-02-01,0,MEXICO
EL SALVADOR,2019-02-01,992,MEXICO
GUATEMALA,2019-02-01,2634,MEXICO
HONDURAS,2019-02-01,5252,MEXICO
NICARAGUA,2019-02-01,146,MEXICO
PANAMA,2019-02-01,1,MEXICO
CUBA,2019-02-01,36,MEXICO
DOMINICAN REPUBLIC,2019-02-01,0,MEXICO
HAITI,2019-02-01,246,MEXICO
JAMAICA,2019-02-01,0,MEXICO
ARGENTINA,2019-02-01,5,MEXICO
BOLIVIA,2019-02-01,0,MEXICO
BRAZIL,2019-02-01,39,MEXICO
CHILE,2019-02-01,11,MEXICO
COLOMBIA,2019-02-01,44,MEXICO
ECUADOR,2019-02-01,20,MEXICO
GUYANA,2019-02-01,0,MEXICO
PARAGUAY,2019-02-01,0,MEXICO
PERU,2019-02-01,1,MEXICO
URUGUAY,2019-02-01,0,MEXICO
VENEZUELA,2019-02-01,25,MEXICO
GERMANY,2019-02-01,1,MEXICO
ANDORRA,2019-02-01,0,MEXICO
AUSTRIA,2019-02-01,0,MEXICO
BELGIUM,2019-02-01,1,MEXICO
CROATIA,2019-02-01,0,MEXICO
SLOVAKIA,2019-02-01,0,MEXICO
SPAIN,2019-02-01,2,MEXICO
FINLAND,2019-02-01,0,MEXICO
FRANCE,2019-02-01,0,MEXICO
GREECE,2019-02-01,0,MEXICO
HUNGARY,2019-02-01,0,MEXICO
IRELAND,2019-02-01,0,MEXICO
ITALY,2019-02-01,1,MEXICO
KOSOVO,2019-02-01,0,MEXICO
LITHUANIA,2019-02-01,0,MEXICO
NETHERLANDS,2019-02-01,0,MEXICO
POLAND,2019-02-01,0,MEXICO
PORTUGAL,2019-02-01,0,MEXICO
UNITED KINGDOM,2019-02-01,1,MEXICO
ROMANIA,2019-02-01,0,MEXICO
RUSSIA,2019-02-01,4,MEXICO
SERBIA,2019-02-01,0,MEXICO
SWITZERLAND,2019-02-01,0,MEXICO
UKRAINE,2019-02-01,0,MEXICO
AFGHANISTAN,2019-02-01,7,MEXICO
SAUDI ARABIA,2019-02-01,0,MEXICO
ARMENIA,2019-02-01,1,MEXICO
BANGLADESH,2019-02-01,50,MEXICO
CAMBODIA,2019-02-01,0,MEXICO
CHINA,2019-02-01,4,MEXICO
CYPRUS,2019-02-01,0,MEXICO
SOUTH KOREA,2019-02-01,0,MEXICO
PHILIPPINES,2019-02-01,0,MEXICO
GEORGIA,2019-02-01,0,MEXICO
INDIA,2019-02-01,70,MEXICO
IRAQ,2019-02-01,0,MEXICO
IRAN,2019-02-01,0,MEXICO
ISRAEL,2019-02-01,0,MEXICO
JAPAN,2019-02-01,0,MEXICO
JORDAN,2019-02-01,0,MEXICO
KYRGYZSTAN,2019-02-01,0,MEXICO
LEBANON,2019-02-01,0,MEXICO
MYANMAR (BURMA),2019-02-01,0,MEXICO
MONGOLIA,2019-02-01,0,MEXICO
NEPAL,2019-02-01,18,MEXICO
PAKISTAN,2019-02-01,4,MEXICO
PALESTINIAN TERRITORIES,2019-02-01,0,MEXICO
SINGAPORE,2019-02-01,0,MEXICO
SYRIA,2019-02-01,2,MEXICO
SRI LANKA,2019-02-01,9,MEXICO
THAILAND,2019-02-01,0,MEXICO
TAIWAN,2019-02-01,0,MEXICO
TAJIKISTAN,2019-02-01,0,MEXICO
TURKEY,2019-02-01,0,MEXICO
UZBEKISTAN,2019-02-01,0,MEXICO
VIETNAM,2019-02-01,0,MEXICO
YEMEN,2019-02-01,6,MEXICO
ANGOLA,2019-02-01,33,MEXICO
ALGERIA,2019-02-01,0,MEXICO
BENIN,2019-02-01,1,MEXICO
BURKINA FASO,2019-02-01,0,MEXICO
BURUNDI,2019-02-01,0,MEXICO
CAMEROON,2019-02-01,102,MEXICO
CENTRAL AFRICAN REPUBLIC,2019-02-01,0,MEXICO
CONGO - KINSHASA,2019-02-01,204,MEXICO
CÔTE D’IVOIRE,2019-02-01,4,MEXICO
EGYPT,2019-02-01,0,MEXICO
ERITREA,2019-02-01,7,MEXICO
ETHIOPIA,2019-02-01,0,MEXICO
GABON,2019-02-01,0,MEXICO
GAMBIA,2019-02-01,0,MEXICO
GHANA,2019-02-01,14,MEXICO
GUINEA,2019-02-01,7,MEXICO
GUINEA-BISSAU,2019-02-01,0,MEXICO
EQUATORIAL GUINEA,2019-02-01,0,MEXICO
KENYA,2019-02-01,0,MEXICO
LESOTHO,2019-02-01,0,MEXICO
LIBERIA,2019-02-01,0,MEXICO
MADAGASCAR,2019-02-01,0,MEXICO
MALI,2019-02-01,2,MEXICO
MOROCCO,2019-02-01,2,MEXICO
MAURITIUS,2019-02-01,0,MEXICO
MAURITANIA,2019-02-01,2,MEXICO
NIGERIA,2019-02-01,0,MEXICO
SÃO TOMÉ & PRÍNCIPE,2019-02-01,0,MEXICO
SENEGAL,2019-02-01,0,MEXICO
SIERRA LEONE,2019-02-01,5,MEXICO
SOMALIA,2019-02-01,0,MEXICO
SOUTH AFRICA,2019-02-01,0,MEXICO
SUDAN,2019-02-01,4,MEXICO
TOGO,2019-02-01,6,MEXICO
UGANDA,2019-02-01,1,MEXICO
STATELESS,2019-02-01,0,MEXICO
CANADA,2019-01-01,3,MEXICO
UNITED STATES,2019-01-01,59,MEXICO
BELIZE,2019-01-01,1,MEXICO
COSTA RICA,2019-01-01,0,MEXICO
EL SALVADOR,2019-01-01,674,MEXICO
GUATEMALA,2019-01-01,2830,MEXICO
HONDURAS,2019-01-01,3711,MEXICO
NICARAGUA,2019-01-01,122,MEXICO
PANAMA,2019-01-01,1,MEXICO
CUBA,2019-01-01,77,MEXICO
DOMINICAN REPUBLIC,2019-01-01,1,MEXICO
HAITI,2019-01-01,145,MEXICO
JAMAICA,2019-01-01,0,MEXICO
ARGENTINA,2019-01-01,1,MEXICO
BOLIVIA,2019-01-01,2,MEXICO
BRAZIL,2019-01-01,8,MEXICO
CHILE,2019-01-01,4,MEXICO
COLOMBIA,2019-01-01,46,MEXICO
ECUADOR,2019-01-01,7,MEXICO
GUYANA,2019-01-01,0,MEXICO
PARAGUAY,2019-01-01,0,MEXICO
PERU,2019-01-01,2,MEXICO
URUGUAY,2019-01-01,0,MEXICO
VENEZUELA,2019-01-01,32,MEXICO
GERMANY,2019-01-01,0,MEXICO
ANDORRA,2019-01-01,0,MEXICO
AUSTRIA,2019-01-01,0,MEXICO
BELGIUM,2019-01-01,0,MEXICO
CROATIA,2019-01-01,0,MEXICO
SLOVAKIA,2019-01-01,0,MEXICO
SPAIN,2019-01-01,0,MEXICO
FINLAND,2019-01-01,0,MEXICO
FRANCE,2019-01-01,0,MEXICO
GREECE,2019-01-01,0,MEXICO
HUNGARY,2019-01-01,1,MEXICO
IRELAND,2019-01-01,0,MEXICO
ITALY,2019-01-01,0,MEXICO
KOSOVO,2019-01-01,0,MEXICO
LITHUANIA,2019-01-01,0,MEXICO
NETHERLANDS,2019-01-01,0,MEXICO
POLAND,2019-01-01,2,MEXICO
PORTUGAL,2019-01-01,0,MEXICO
UNITED KINGDOM,2019-01-01,1,MEXICO
ROMANIA,2019-01-01,5,MEXICO
RUSSIA,2019-01-01,1,MEXICO
SERBIA,2019-01-01,0,MEXICO
SWITZERLAND,2019-01-01,0,MEXICO
UKRAINE,2019-01-01,0,MEXICO
AFGHANISTAN,2019-01-01,0,MEXICO
SAUDI ARABIA,2019-01-01,0,MEXICO
ARMENIA,2019-01-01,0,MEXICO
BANGLADESH,2019-01-01,134,MEXICO
CAMBODIA,2019-01-01,0,MEXICO
CHINA,2019-01-01,1,MEXICO
CYPRUS,2019-01-01,0,MEXICO
SOUTH KOREA,2019-01-01,0,MEXICO
PHILIPPINES,2019-01-01,0,MEXICO
GEORGIA,2019-01-01,0,MEXICO
INDIA,2019-01-01,210,MEXICO
IRAQ,2019-01-01,2,MEXICO
IRAN,2019-01-01,5,MEXICO
ISRAEL,2019-01-01,0,MEXICO
JAPAN,2019-01-01,0,MEXICO
JORDAN,2019-01-01,0,MEXICO
KYRGYZSTAN,2019-01-01,0,MEXICO
LEBANON,2019-01-01,0,MEXICO
MYANMAR (BURMA),2019-01-01,0,MEXICO
MONGOLIA,2019-01-01,0,MEXICO
NEPAL,2019-01-01,40,MEXICO
PAKISTAN,2019-01-01,14,MEXICO
PALESTINIAN TERRITORIES,2019-01-01,0,MEXICO
SINGAPORE,2019-01-01,0,MEXICO
SYRIA,2019-01-01,1,MEXICO
SRI LANKA,2019-01-01,46,MEXICO
THAILAND,2019-01-01,0,MEXICO
TAIWAN,2019-01-01,0,MEXICO
TAJIKISTAN,2019-01-01,0,MEXICO
TURKEY,2019-01-01,0,MEXICO
UZBEKISTAN,2019-01-01,0,MEXICO
VIETNAM,2019-01-01,0,MEXICO
YEMEN,2019-01-01,7,MEXICO
ANGOLA,2019-01-01,25,MEXICO
ALGERIA,2019-01-01,0,MEXICO
BENIN,2019-01-01,0,MEXICO
BURKINA FASO,2019-01-01,3,MEXICO
BURUNDI,2019-01-01,0,MEXICO
CAMEROON,2019-01-01,92,MEXICO
CENTRAL AFRICAN REPUBLIC,2019-01-01,0,MEXICO
CONGO - KINSHASA,2019-01-01,58,MEXICO
CÔTE D’IVOIRE,2019-01-01,0,MEXICO
EGYPT,2019-01-01,0,MEXICO
ERITREA,2019-01-01,22,MEXICO
ETHIOPIA,2019-01-01,2,MEXICO
GABON,2019-01-01,0,MEXICO
GAMBIA,2019-01-01,0,MEXICO
GHANA,2019-01-01,6,MEXICO
GUINEA,2019-01-01,11,MEXICO
GUINEA-BISSAU,2019-01-01,0,MEXICO
EQUATORIAL GUINEA,2019-01-01,0,MEXICO
KENYA,2019-01-01,0,MEXICO
LESOTHO,2019-01-01,0,MEXICO
LIBERIA,2019-01-01,0,MEXICO
MADAGASCAR,2019-01-01,0,MEXICO
MALI,2019-01-01,0,MEXICO
MOROCCO,2019-01-01,0,MEXICO
MAURITIUS,2019-01-01,0,MEXICO
MAURITANIA,2019-01-01,0,MEXICO
NIGERIA,2019-01-01,1,MEXICO
SÃO TOMÉ & PRÍNCIPE,2019-01-01,0,MEXICO
SENEGAL,2019-01-01,0,MEXICO
SIERRA LEONE,2019-01-01,2,MEXICO
SOMALIA,2019-01-01,1,MEXICO
SOUTH AFRICA,2019-01-01,1,MEXICO
SUDAN,2019-01-01,0,MEXICO
TOGO,2019-01-01,0,MEXICO
UGANDA,2019-01-01,4,MEXICO
STATELESS,2019-01-01,0,MEXICO
CANADA,2018-12-01,0,MEXICO
UNITED STATES,2018-12-01,60,MEXICO
BELIZE,2018-12-01,1,MEXICO
COSTA RICA,2018-12-01,3,MEXICO
EL SALVADOR,2018-12-01,508,MEXICO
GUATEMALA,2018-12-01,2264,MEXICO
HONDURAS,2018-12-01,2203,MEXICO
NICARAGUA,2018-12-01,137,MEXICO
PANAMA,2018-12-01,0,MEXICO
CUBA,2018-12-01,76,MEXICO
DOMINICAN REPUBLIC,2018-12-01,2,MEXICO
HAITI,2018-12-01,172,MEXICO
JAMAICA,2018-12-01,0,MEXICO
ARGENTINA,2018-12-01,0,MEXICO
BRAZIL,2018-12-01,12,MEXICO
CHILE,2018-12-01,3,MEXICO
COLOMBIA,2018-12-01,28,MEXICO
ECUADOR,2018-12-01,11,MEXICO
PARAGUAY,2018-12-01,0,MEXICO
PERU,2018-12-01,1,MEXICO
URUGUAY,2018-12-01,0,MEXICO
VENEZUELA,2018-12-01,19,MEXICO
ALBANIA,2018-12-01,0,MEXICO
GERMANY,2018-12-01,0,MEXICO
BELGIUM,2018-12-01,0,MEXICO
BOSNIA & HERZEGOVINA,2018-12-01,0,MEXICO
CZECHIA,2018-12-01,1,MEXICO
SPAIN,2018-12-01,2,MEXICO
ESTONIA,2018-12-01,0,MEXICO
FINLAND,2018-12-01,0,MEXICO
FRANCE,2018-12-01,0,MEXICO
GREECE,2018-12-01,0,MEXICO
ICELAND,2018-12-01,0,MEXICO
ITALY,2018-12-01,1,MEXICO
LITHUANIA,2018-12-01,0,MEXICO
LUXEMBOURG,2018-12-01,1,MEXICO
NETHERLANDS,2018-12-01,0,MEXICO
POLAND,2018-12-01,0,MEXICO
PORTUGAL,2018-12-01,1,MEXICO
UNITED KINGDOM,2018-12-01,1,MEXICO
ROMANIA,2018-12-01,0,MEXICO
RUSSIA,2018-12-01,0,MEXICO
SWEDEN,2018-12-01,0,MEXICO
SWITZERLAND,2018-12-01,0,MEXICO
UKRAINE,2018-12-01,0,MEXICO
AFGHANISTAN,2018-12-01,1,MEXICO
SAUDI ARABIA,2018-12-01,0,MEXICO
ARMENIA,2018-12-01,0,MEXICO
BANGLADESH,2018-12-01,111,MEXICO
CHINA,2018-12-01,0,MEXICO
SOUTH KOREA,2018-12-01,0,MEXICO
GEORGIA,2018-12-01,0,MEXICO
INDIA,2018-12-01,322,MEXICO
IRAQ,2018-12-01,2,MEXICO
IRAN,2018-12-01,0,MEXICO
ISRAEL,2018-12-01,1,MEXICO
KYRGYZSTAN,2018-12-01,2,MEXICO
LEBANON,2018-12-01,0,MEXICO
MALAYSIA,2018-12-01,0,MEXICO
MYANMAR (BURMA),2018-12-01,0,MEXICO
NEPAL,2018-12-01,51,MEXICO
PAKISTAN,2018-12-01,31,MEXICO
PALESTINIAN TERRITORIES,2018-12-01,1,MEXICO
SYRIA,2018-12-01,0,MEXICO
SRI LANKA,2018-12-01,45,MEXICO
TAIWAN,2018-12-01,0,MEXICO
TURKEY,2018-12-01,0,MEXICO
VIETNAM,2018-12-01,0,MEXICO
YEMEN,2018-12-01,2,MEXICO
NA,2018-12-01,0,MEXICO
AUSTRALIA,2018-12-01,0,MEXICO
NEW ZEALAND,2018-12-01,0,MEXICO
ANGOLA,2018-12-01,13,MEXICO
ALGERIA,2018-12-01,0,MEXICO
BENIN,2018-12-01,0,MEXICO
BURKINA FASO,2018-12-01,0,MEXICO
CAMEROON,2018-12-01,70,MEXICO
CENTRAL AFRICAN REPUBLIC,2018-12-01,0,MEXICO
CONGO - KINSHASA,2018-12-01,54,MEXICO
CÔTE D’IVOIRE,2018-12-01,0,MEXICO
DJIBOUTI,2018-12-01,0,MEXICO
EGYPT,2018-12-01,0,MEXICO
ERITREA,2018-12-01,38,MEXICO
ETHIOPIA,2018-12-01,1,MEXICO
GAMBIA,2018-12-01,2,MEXICO
GHANA,2018-12-01,3,MEXICO
GUINEA,2018-12-01,3,MEXICO
KENYA,2018-12-01,0,MEXICO
LIBERIA,2018-12-01,0,MEXICO
MALI,2018-12-01,0,MEXICO
MOROCCO,2018-12-01,0,MEXICO
MAURITANIA,2018-12-01,1,MEXICO
NIGERIA,2018-12-01,2,MEXICO
RWANDA,2018-12-01,1,MEXICO
SENEGAL,2018-12-01,1,MEXICO
SIERRA LEONE,2018-12-01,4,MEXICO
SOMALIA,2018-12-01,4,MEXICO
SOUTH AFRICA,2018-12-01,0,MEXICO
SUDAN,2018-12-01,0,MEXICO
TOGO,2018-12-01,0,MEXICO
UGANDA,2018-12-01,5,MEXICO
CANADA,2018-11-01,0,MEXICO
UNITED STATES,2018-11-01,79,MEXICO
BELIZE,2018-11-01,4,MEXICO
COSTA RICA,2018-11-01,4,MEXICO
EL SALVADOR,2018-11-01,2036,MEXICO
GUATEMALA,2018-11-01,3239,MEXICO
HONDURAS,2018-11-01,5354,MEXICO
NICARAGUA,2018-11-01,199,MEXICO
PANAMA,2018-11-01,0,MEXICO
CUBA,2018-11-01,30,MEXICO
DOMINICAN REPUBLIC,2018-11-01,5,MEXICO
HAITI,2018-11-01,118,MEXICO
JAMAICA,2018-11-01,0,MEXICO
ARGENTINA,2018-11-01,2,MEXICO
BRAZIL,2018-11-01,8,MEXICO
CHILE,2018-11-01,4,MEXICO
COLOMBIA,2018-11-01,44,MEXICO
ECUADOR,2018-11-01,18,MEXICO
PARAGUAY,2018-11-01,0,MEXICO
PERU,2018-11-01,2,MEXICO
URUGUAY,2018-11-01,0,MEXICO
VENEZUELA,2018-11-01,23,MEXICO
ALBANIA,2018-11-01,0,MEXICO
GERMANY,2018-11-01,1,MEXICO
BELGIUM,2018-11-01,0,MEXICO
BOSNIA & HERZEGOVINA,2018-11-01,0,MEXICO
CZECHIA,2018-11-01,0,MEXICO
SPAIN,2018-11-01,0,MEXICO
