citizenship,date,encounter_count,country_of_entry
NEPAL,2019-10-01,15,MEXICO
PAKISTAN,2019-10-01,18,MEXICO
PALESTINIAN TERRITORIES,2019-10-01,0,MEXICO
SINGAPORE,2019-10-01,0,MEXICO
SYRIA,2019-10-01,0,MEXICO
SRI LANKA,2019-10-01,69,MEXICO
THAILAND,2019-10-01,0,MEXICO
TAIWAN,2019-10-01,0,MEXICO
TAJIKISTAN,2019-10-01,1,MEXICO
TURKEY,2019-10-01,0,MEXICO
UZBEKISTAN,2019-10-01,0,MEXICO
VIETNAM,2019-10-01,16,MEXICO
YEMEN,2019-10-01,3,MEXICO
ANGOLA,2019-10-01,168,MEXICO
ALGERIA,2019-10-01,0,MEXICO
BENIN,2019-10-01,0,MEXICO
BURKINA FASO,2019-10-01,9,MEXICO
BURUNDI,2019-10-01,1,MEXICO
CAMEROON,2019-10-01,220,MEXICO
CENTRAL AFRICAN REPUBLIC,2019-10-01,0,MEXICO
CONGO - KINSHASA,2019-10-01,240,MEXICO
CÔTE D’IVOIRE,2019-10-01,7,MEXICO
EGYPT,2019-10-01,0,MEXICO
ERITREA,2019-10-01,67,MEXICO
ETHIOPIA,2019-10-01,4,MEXICO
GABON,2019-10-01,1,MEXICO
GAMBIA,2019-10-01,1,MEXICO
GHANA,2019-10-01,39,MEXICO
GUINEA,2019-10-01,26,MEXICO
GUINEA-BISSAU,2019-10-01,0,MEXICO
EQUATORIAL GUINEA,2019-10-01,0,MEXICO
KENYA,2019-10-01,1,MEXICO
LESOTHO,2019-10-01,0,MEXICO
LIBERIA,2019-10-01,0,MEXICO
MADAGASCAR,2019-10-01,0,MEXICO
MALI,2019-10-01,4,MEXICO
MOROCCO,2019-10-01,0,MEXICO
MAURITIUS,2019-10-01,2,MEXICO
MAURITANIA,2019-10-01,27,MEXICO
NIGERIA,2019-10-01,7,MEXICO
SÃO TOMÉ & PRÍNCIPE,2019-10-01,0,MEXICO
SENEGAL,2019-10-01,5,MEXICO
SIERRA LEONE,2019-10-01,11,MEXICO
SOMALIA,2019-10-01,0,MEXICO
SOUTH AFRICA,2019-10-01,0,MEXICO
SUDAN,2019-10-01,0,MEXICO
TOGO,2019-10-01,4,MEXICO
UGANDA,2019-10-01,14,MEXICO
STATELESS,2019-10-01,1,MEXICO
CANADA,2019-09-01,4,MEXICO
UNITED STATES,2019-09-01,83,MEXICO
BELIZE,2019-09-01,6,MEXICO
COSTA RICA,2019-09-01,3,MEXICO
EL SALVADOR,2019-09-01,3301,MEXICO
GUATEMALA,2019-09-01,3382,MEXICO
HONDURAS,2019-09-01,4222,MEXICO
NICARAGUA,2019-09-01,195,MEXICO
PANAMA,2019-09-01,1,MEXICO
CUBA,2019-09-01,210,MEXICO
DOMINICAN REPUBLIC,2019-09-01,8,MEXICO
HAITI,2019-09-01,72,MEXICO
JAMAICA,2019-09-01,0,MEXICO
ARGENTINA,2019-09-01,7,MEXICO
BOLIVIA,2019-09-01,6,MEXICO
BRAZIL,2019-09-01,18,MEXICO
CHILE,2019-09-01,8,MEXICO
COLOMBIA,2019-09-01,68,MEXICO
ECUADOR,2019-09-01,14,MEXICO
GUYANA,2019-09-01,0,MEXICO
PARAGUAY,2019-09-01,0,MEXICO
PERU,2019-09-01,4,MEXICO
URUGUAY,2019-09-01,3,MEXICO
VENEZUELA,2019-09-01,40,MEXICO
GERMANY,2019-09-01,1,MEXICO
ANDORRA,2019-09-01,0,MEXICO
AUSTRIA,2019-09-01,0,MEXICO
BELGIUM,2019-09-01,0,MEXICO
CROATIA,2019-09-01,1,MEXICO
SLOVAKIA,2019-09-01,0,MEXICO
SPAIN,2019-09-01,6,MEXICO
FINLAND,2019-09-01,0,MEXICO
FRANCE,2019-09-01,0,MEXICO
GREECE,2019-09-01,0,MEXICO
HUNGARY,2019-09-01,0,MEXICO
IRELAND,2019-09-01,0,MEXICO
ITALY,2019-09-01,1,MEXICO
KOSOVO,2019-09-01,0,MEXICO
LITHUANIA,2019-09-01,0,MEXICO
NETHERLANDS,2019-09-01,0,MEXICO
POLAND,2019-09-01,2,MEXICO
PORTUGAL,2019-09-01,0,MEXICO
UNITED KINGDOM,2019-09-01,1,MEXICO
ROMANIA,2019-09-01,0,MEXICO
RUSSIA,2019-09-01,0,MEXICO
SERBIA,2019-09-01,0,MEXICO
SWITZERLAND,2019-09-01,0,MEXICO
UKRAINE,2019-09-01,0,MEXICO
AFGHANISTAN,2019-09-01,0,MEXICO
SAUDI ARABIA,2019-09-01,0,MEXICO
ARMENIA,2019-09-01,0,MEXICO
BANGLADESH,2019-09-01,106,MEXICO
CAMBODIA,2019-09-01,0,MEXICO
CHINA,2019-09-01,0,MEXICO
CYPRUS,2019-09-01,0,MEXICO
SOUTH KOREA,2019-09-01,0,MEXICO
PHILIPPINES,2019-09-01,19,MEXICO
GEORGIA,2019-09-01,1,MEXICO
INDIA,2019-09-01,296,MEXICO
IRAQ,2019-09-01,0,MEXICO
IRAN,2019-09-01,1,MEXICO
ISRAEL,2019-09-01,1,MEXICO
JAPAN,2019-09-01,0,MEXICO
JORDAN,2019-09-01,0,MEXICO
KYRGYZSTAN,2019-09-01,0,MEXICO
LEBANON,2019-09-01,0,MEXICO
MYANMAR (BURMA),2019-09-01,0,MEXICO
MONGOLIA,2019-09-01,0,MEXICO
NEPAL,2019-09-01,29,MEXICO
PAKISTAN,2019-09-01,13,MEXICO
PALESTINIAN TERRITORIES,2019-09-01,1,MEXICO
SINGAPORE,2019-09-01,0,MEXICO
SYRIA,2019-09-01,2,MEXICO
SRI LANKA,2019-09-01,88,MEXICO
THAILAND,2019-09-01,0,MEXICO
TAIWAN,2019-09-01,0,MEXICO
TAJIKISTAN,2019-09-01,0,MEXICO
TURKEY,2019-09-01,1,MEXICO
UZBEKISTAN,2019-09-01,4,MEXICO
VIETNAM,2019-09-01,0,MEXICO
YEMEN,2019-09-01,0,MEXICO
ANGOLA,2019-09-01,79,MEXICO
ALGERIA,2019-09-01,1,MEXICO
BENIN,2019-09-01,0,MEXICO
BURKINA FASO,2019-09-01,0,MEXICO
BURUNDI,2019-09-01,0,MEXICO
CAMEROON,2019-09-01,269,MEXICO
CENTRAL AFRICAN REPUBLIC,2019-09-01,0,MEXICO
CONGO - KINSHASA,2019-09-01,110,MEXICO
CÔTE D’IVOIRE,2019-09-01,1,MEXICO
EGYPT,2019-09-01,1,MEXICO
ERITREA,2019-09-01,35,MEXICO
ETHIOPIA,2019-09-01,4,MEXICO
GABON,2019-09-01,0,MEXICO
GAMBIA,2019-09-01,1,MEXICO
GHANA,2019-09-01,6,MEXICO
GUINEA,2019-09-01,16,MEXICO
GUINEA-BISSAU,2019-09-01,0,MEXICO
EQUATORIAL GUINEA,2019-09-01,1,MEXICO
KENYA,2019-09-01,0,MEXICO
LESOTHO,2019-09-01,0,MEXICO
LIBERIA,2019-09-01,0,MEXICO
MADAGASCAR,2019-09-01,0,MEXICO
MALI,2019-09-01,4,MEXICO
MOROCCO,2019-09-01,4,MEXICO
MAURITIUS,2019-09-01,0,MEXICO
MAURITANIA,2019-09-01,1,MEXICO
NIGERIA,2019-09-01,4,MEXICO
SÃO TOMÉ & PRÍNCIPE,2019-09-01,0,MEXICO
SENEGAL,2019-09-01,0,MEXICO
SIERRA LEONE,2019-09-01,5,MEXICO
SOMALIA,2019-09-01,0,MEXICO
SOUTH AFRICA,2019-09-01,0,MEXICO
SUDAN,2019-09-01,0,MEXICO
TOGO,2019-09-01,1,MEXICO
UGANDA,2019-09-01,1,MEXICO
STATELESS,2019-09-01,0,MEXICO
CANADA,2019-08-01,1,MEXICO
UNITED STATES,2019-08-01,116,MEXICO
BELIZE,2019-08-01,14,MEXICO
COSTA RICA,2019-08-01,4,MEXICO
EL SALVADOR,2019-08-01,1844,MEXICO
GUATEMALA,2019-08-01,4449,MEXICO
HONDURAS,2019-08-01,6812,MEXICO
NICARAGUA,2019-08-01,280,MEXICO
PANAMA,2019-08-01,1,MEXICO
CUBA,2019-08-01,357,MEXICO
DOMINICAN REPUBLIC,2019-08-01,7,MEXICO
HAITI,2019-08-01,57,MEXICO
JAMAICA,2019-08-01,0,MEXICO
ARGENTINA,2019-08-01,3,MEXICO
BOLIVIA,2019-08-01,0,MEXICO
BRAZIL,2019-08-01,14,MEXICO
CHILE,2019-08-01,2,MEXICO
COLOMBIA,2019-08-01,76,MEXICO
ECUADOR,2019-08-01,40,MEXICO
GUYANA,2019-08-01,0,MEXICO
PARAGUAY,2019-08-01,0,MEXICO
PERU,2019-08-01,7,MEXICO
URUGUAY,2019-08-01,2,MEXICO
VENEZUELA,2019-08-01,32,MEXICO
GERMANY,2019-08-01,0,MEXICO
ANDORRA,2019-08-01,1,MEXICO
AUSTRIA,2019-08-01,1,MEXICO
BELGIUM,2019-08-01,1,MEXICO
CROATIA,2019-08-01,0,MEXICO
SLOVAKIA,2019-08-01,0,MEXICO
SPAIN,2019-08-01,2,MEXICO
FINLAND,2019-08-01,0,MEXICO
FRANCE,2019-08-01,2,MEXICO
GREECE,2019-08-01,0,MEXICO
HUNGARY,2019-08-01,0,MEXICO
IRELAND,2019-08-01,0,MEXICO
ITALY,2019-08-01,0,MEXICO
KOSOVO,2019-08-01,0,MEXICO
LITHUANIA,2019-08-01,1,MEXICO
NETHERLANDS,2019-08-01,0,MEXICO
POLAND,2019-08-01,0,MEXICO
PORTUGAL,2019-08-01,0,MEXICO
UNITED KINGDOM,2019-08-01,0,MEXICO
ROMANIA,2019-08-01,0,MEXICO
RUSSIA,2019-08-01,4,MEXICO
SERBIA,2019-08-01,0,MEXICO
SWITZERLAND,2019-08-01,0,MEXICO
UKRAINE,2019-08-01,0,MEXICO
AFGHANISTAN,2019-08-01,0,MEXICO
SAUDI ARABIA,2019-08-01,0,MEXICO
ARMENIA,2019-08-01,0,MEXICO
BANGLADESH,2019-08-01,129,MEXICO
CAMBODIA,2019-08-01,1,MEXICO
CHINA,2019-08-01,5,MEXICO
CYPRUS,2019-08-01,0,MEXICO
SOUTH KOREA,2019-08-01,0,MEXICO
PHILIPPINES,2019-08-01,0,MEXICO
GEORGIA,2019-08-01,0,MEXICO
INDIA,2019-08-01,474,MEXICO
IRAQ,2019-08-01,0,MEXICO
IRAN,2019-08-01,4,MEXICO
ISRAEL,2019-08-01,1,MEXICO
JAPAN,2019-08-01,0,MEXICO
JORDAN,2019-08-01,0,MEXICO
KYRGYZSTAN,2019-08-01,5,MEXICO
LEBANON,2019-08-01,0,MEXICO
MYANMAR (BURMA),2019-08-01,2,MEXICO
MONGOLIA,2019-08-01,0,MEXICO
NEPAL,2019-08-01,36,MEXICO
PAKISTAN,2019-08-01,9,MEXICO
PALESTINIAN TERRITORIES,2019-08-01,1,MEXICO
SINGAPORE,2019-08-01,0,MEXICO
SYRIA,2019-08-01,0,MEXICO
SRI LANKA,2019-08-01,127,MEXICO
THAILAND,2019-08-01,0,MEXICO
TAIWAN,2019-08-01,0,MEXICO
TAJIKISTAN,2019-08-01,0,MEXICO
TURKEY,2019-08-01,1,MEXICO
UZBEKISTAN,2019-08-01,0,MEXICO
VIETNAM,2019-08-01,0,MEXICO
YEMEN,2019-08-01,0,MEXICO
ANGOLA,2019-08-01,32,MEXICO
ALGERIA,2019-08-01,0,MEXICO
BENIN,2019-08-01,0,MEXICO
BURKINA FASO,2019-08-01,3,MEXICO
BURUNDI,2019-08-01,0,MEXICO
CAMEROON,2019-08-01,351,MEXICO
CENTRAL AFRICAN REPUBLIC,2019-08-01,0,MEXICO
CONGO - KINSHASA,2019-08-01,32,MEXICO
CÔTE D’IVOIRE,2019-08-01,1,MEXICO
EGYPT,2019-08-01,0,MEXICO
ERITREA,2019-08-01,26,MEXICO
ETHIOPIA,2019-08-01,0,MEXICO
GABON,2019-08-01,0,MEXICO
GAMBIA,2019-08-01,1,MEXICO
GHANA,2019-08-01,15,MEXICO
GUINEA,2019-08-01,10,MEXICO
GUINEA-BISSAU,2019-08-01,0,MEXICO
EQUATORIAL GUINEA,2019-08-01,0,MEXICO
KENYA,2019-08-01,0,MEXICO
LESOTHO,2019-08-01,0,MEXICO
LIBERIA,2019-08-01,1,MEXICO
MADAGASCAR,2019-08-01,0,MEXICO
MALI,2019-08-01,2,MEXICO
MOROCCO,2019-08-01,2,MEXICO
MAURITIUS,2019-08-01,0,MEXICO
MAURITANIA,2019-08-01,12,MEXICO
NIGERIA,2019-08-01,4,MEXICO
SÃO TOMÉ & PRÍNCIPE,2019-08-01,0,MEXICO
SENEGAL,2019-08-01,0,MEXICO
SIERRA LEONE,2019-08-01,0,MEXICO
SOMALIA,2019-08-01,0,MEXICO
SOUTH AFRICA,2019-08-01,0,MEXICO
SUDAN,2019-08-01,0,MEXICO
TOGO,2019-08-01,0,MEXICO
UGANDA,2019-08-01,2,MEXICO
STATELESS,2019-08-01,2,MEXICO
CANADA,2019-07-01,0,MEXICO
UNITED STATES,2019-07-01,96,MEXICO
BELIZE,2019-07-01,5,MEXICO
COSTA RICA,2019-07-01,2,MEXICO
EL SALVADOR,2019-07-01,2678,MEXICO
GUATEMALA,2019-07-01,4425,MEXICO
HONDURAS,2019-07-01,8759,MEXICO
NICARAGUA,2019-07-01,355,MEXICO
PANAMA,2019-07-01,3,MEXICO
CUBA,2019-07-01,504,MEXICO
DOMINICAN REPUBLIC,2019-07-01,10,MEXICO
HAITI,2019-07-01,57,MEXICO
JAMAICA,2019-07-01,0,MEXICO
ARGENTINA,2019-07-01,6,MEXICO
BOLIVIA,2019-07-01,0,MEXICO
BRAZIL,2019-07-01,20,MEXICO
CHILE,2019-07-01,7,MEXICO
COLOMBIA,2019-07-01,51,MEXICO
ECUADOR,2019-07-01,19,MEXICO
GUYANA,2019-07-01,0,MEXICO
PARAGUAY,2019-07-01,0,MEXICO
PERU,2019-07-01,1,MEXICO
URUGUAY,2019-07-01,0,MEXICO
VENEZUELA,2019-07-01,45,MEXICO
GERMANY,2019-07-01,0,MEXICO
ANDORRA,2019-07-01,0,MEXICO
AUSTRIA,2019-07-01,0,MEXICO
BELGIUM,2019-07-01,0,MEXICO
CROATIA,2019-07-01,0,MEXICO
SLOVAKIA,2019-07-01,0,MEXICO
SPAIN,2019-07-01,1,MEXICO
FINLAND,2019-07-01,0,MEXICO
FRANCE,2019-07-01,0,MEXICO
GREECE,2019-07-01,0,MEXICO
HUNGARY,2019-07-01,0,MEXICO
IRELAND,2019-07-01,0,MEXICO
ITALY,2019-07-01,4,MEXICO
KOSOVO,2019-07-01,0,MEXICO
LITHUANIA,2019-07-01,0,MEXICO
NETHERLANDS,2019-07-01,2,MEXICO
POLAND,2019-07-01,0,MEXICO
PORTUGAL,2019-07-01,0,MEXICO
UNITED KINGDOM,2019-07-01,1,MEXICO
ROMANIA,2019-07-01,1,MEXICO
RUSSIA,2019-07-01,1,MEXICO
SERBIA,2019-07-01,2,MEXICO
SWITZERLAND,2019-07-01,1,MEXICO
UKRAINE,2019-07-01,0,MEXICO
AFGHANISTAN,2019-07-01,0,MEXICO
SAUDI ARABIA,2019-07-01,1,MEXICO
ARMENIA,2019-07-01,1,MEXICO
BANGLADESH,2019-07-01,158,MEXICO
CAMBODIA,2019-07-01,1,MEXICO
CHINA,2019-07-01,0,MEXICO
CYPRUS,2019-07-01,1,MEXICO
SOUTH KOREA,2019-07-01,0,MEXICO
PHILIPPINES,2019-07-01,0,MEXICO
GEORGIA,2019-07-01,0,MEXICO
INDIA,2019-07-01,556,MEXICO
IRAQ,2019-07-01,0,MEXICO
IRAN,2019-07-01,0,MEXICO
ISRAEL,2019-07-01,2,MEXICO
JAPAN,2019-07-01,0,MEXICO
JORDAN,2019-07-01,0,MEXICO
KYRGYZSTAN,2019-07-01,3,MEXICO
LEBANON,2019-07-01,0,MEXICO
MYANMAR (BURMA),2019-07-01,0,MEXICO
MONGOLIA,2019-07-01,0,MEXICO
NEPAL,2019-07-01,29,MEXICO
PAKISTAN,2019-07-01,4,MEXICO
PALESTINIAN TERRITORIES,2019-07-01,0,MEXICO
SINGAPORE,2019-07-01,1,MEXICO
SYRIA,2019-07-01,0,MEXICO
SRI LANKA,2019-07-01,40,MEXICO
THAILAND,2019-07-01,0,MEXICO
TAIWAN,2019-07-01,0,MEXICO
TAJIKISTAN,2019-07-01,0,MEXICO
TURKEY,2019-07-01,1,MEXICO
UZBEKISTAN,2019-07-01,0,MEXICO
VIETNAM,2019-07-01,0,MEXICO
YEMEN,2019-07-01,0,MEXICO
ANGOLA,2019-07-01,148,MEXICO
ALGERIA,2019-07-01,0,MEXICO
BENIN,2019-07-01,0,MEXICO
BURKINA FASO,2019-07-01,2,MEXICO
BURUNDI,2019-07-01,0,MEXICO
CAMEROON,2019-07-01,632,MEXICO
CENTRAL AFRICAN REPUBLIC,2019-07-01,1,MEXICO
CONGO - KINSHASA,2019-07-01,144,MEXICO
CÔTE D’IVOIRE,2019-07-01,1,MEXICO
EGYPT,2019-07-01,0,MEXICO
ERITREA,2019-07-01,23,MEXICO
ETHIOPIA,2019-07-01,2,MEXICO
GABON,2019-07-01,0,MEXICO
GAMBIA,2019-07-01,0,MEXICO
GHANA,2019-07-01,21,MEXICO
GUINEA,2019-07-01,26,MEXICO
GUINEA-BISSAU,2019-07-01,0,MEXICO
EQUATORIAL GUINEA,2019-07-01,0,MEXICO
KENYA,2019-07-01,0,MEXICO
LESOTHO,2019-07-01,0,MEXICO
LIBERIA,2019-07-01,0,MEXICO
MADAGASCAR,2019-07-01,0,MEXICO
MALI,2019-07-01,1,MEXICO
MOROCCO,2019-07-01,1,MEXICO
MAURITIUS,2019-07-01,0,MEXICO
MAURITANIA,2019-07-01,19,MEXICO
NIGERIA,2019-07-01,2,MEXICO
SÃO TOMÉ & PRÍNCIPE,2019-07-01,0,MEXICO
SENEGAL,2019-07-01,0,MEXICO
SIERRA LEONE,2019-07-01,2,MEXICO
SOMALIA,2019-07-01,2,MEXICO
SOUTH AFRICA,2019-07-01,0,MEXICO
SUDAN,2019-07-01,2,MEXICO
TOGO,2019-07-01,3,MEXICO
UGANDA,2019-07-01,6,MEXICO
STATELESS,2019-07-01,0,MEXICO
CANADA,2019-06-01,0,MEXICO
UNITED STATES,2019-06-01,92,MEXICO
BELIZE,2019-06-01,8,MEXICO
COSTA RICA,2019-06-01,3,MEXICO
EL SALVADOR,2019-06-01,3698,MEXICO
GUATEMALA,2019-06-01,8574,MEXICO
HONDURAS,2019-06-01,13856,MEXICO
NICARAGUA,2019-06-01,514,MEXICO
PANAMA,2019-06-01,2,MEXICO
CUBA,2019-06-01,1248,MEXICO
DOMINICAN REPUBLIC,2019-06-01,9,MEXICO
HAITI,2019-06-01,781,MEXICO
JAMAICA,2019-06-01,0,MEXICO
ARGENTINA,2019-06-01,12,MEXICO
BOLIVIA,2019-06-01,0,MEXICO
BRAZIL,2019-06-01,75,MEXICO
CHILE,2019-06-01,57,MEXICO
COLOMBIA,2019-06-01,53,MEXICO
ECUADOR,2019-06-01,23,MEXICO
GUYANA,2019-06-01,0,MEXICO
PARAGUAY,2019-06-01,0,MEXICO
PERU,2019-06-01,6,MEXICO
URUGUAY,2019-06-01,2,MEXICO
VENEZUELA,2019-06-01,39,MEXICO
GERMANY,2019-06-01,0,MEXICO
ANDORRA,2019-06-01,0,MEXICO
AUSTRIA,2019-06-01,1,MEXICO
BELGIUM,2019-06-01,0,MEXICO
CROATIA,2019-06-01,0,MEXICO
SLOVAKIA,2019-06-01,0,MEXICO
SPAIN,2019-06-01,0,MEXICO
FINLAND,2019-06-01,1,MEXICO
FRANCE,2019-06-01,0,MEXICO
GREECE,2019-06-01,0,MEXICO
HUNGARY,2019-06-01,0,MEXICO
IRELAND,2019-06-01,0,MEXICO
ITALY,2019-06-01,2,MEXICO
KOSOVO,2019-06-01,0,MEXICO
LITHUANIA,2019-06-01,0,MEXICO
NETHERLANDS,2019-06-01,0,MEXICO
POLAND,2019-06-01,0,MEXICO
PORTUGAL,2019-06-01,0,MEXICO
UNITED KINGDOM,2019-06-01,0,MEXICO
ROMANIA,2019-06-01,0,MEXICO
RUSSIA,2019-06-01,1,MEXICO
SERBIA,2019-06-01,2,MEXICO
SWITZERLAND,2019-06-01,0,MEXICO
UKRAINE,2019-06-01,0,MEXICO
AFGHANISTAN,2019-06-01,1,MEXICO
SAUDI ARABIA,2019-06-01,0,MEXICO
ARMENIA,2019-06-01,1,MEXICO
BANGLADESH,2019-06-01,177,MEXICO
CAMBODIA,2019-06-01,0,MEXICO
CHINA,2019-06-01,9,MEXICO
CYPRUS,2019-06-01,0,MEXICO
SOUTH KOREA,2019-06-01,0,MEXICO
PHILIPPINES,2019-06-01,0,MEXICO
GEORGIA,2019-06-01,0,MEXICO
INDIA,2019-06-01,646,MEXICO
IRAQ,2019-06-01,3,MEXICO
IRAN,2019-06-01,1,MEXICO
ISRAEL,2019-06-01,0,MEXICO
JAPAN,2019-06-01,0,MEXICO
JORDAN,2019-06-01,0,MEXICO
KYRGYZSTAN,2019-06-01,0,MEXICO
LEBANON,2019-06-01,0,MEXICO
MYANMAR (BURMA),2019-06-01,0,MEXICO
MONGOLIA,2019-06-01,0,MEXICO
NEPAL,2019-06-01,32,MEXICO
PAKISTAN,2019-06-01,24,MEXICO
PALESTINIAN TERRITORIES,2019-06-01,0,MEXICO
SINGAPORE,2019-06-01,0,MEXICO
SYRIA,2019-06-01,0,MEXICO
SRI LANKA,2019-06-01,75,MEXICO
THAILAND,2019-06-01,1,MEXICO
TAIWAN,2019-06-01,0,MEXICO
TAJIKISTAN,2019-06-01,0,MEXICO
TURKEY,2019-06-01,0,MEXICO
UZBEKISTAN,2019-06-01,0,MEXICO
VIETNAM,2019-06-01,0,MEXICO
YEMEN,2019-06-01,7,MEXICO
ANGOLA,2019-06-01,86,MEXICO
ALGERIA,2019-06-01,0,MEXICO
BENIN,2019-06-01,1,MEXICO
BURKINA FASO,2019-06-01,4,MEXICO
BURUNDI,2019-06-01,0,MEXICO
CAMEROON,2019-06-01,561,MEXICO
CENTRAL AFRICAN REPUBLIC,2019-06-01,0,MEXICO
CONGO - KINSHASA,2019-06-01,180,MEXICO
CÔTE D’IVOIRE,2019-06-01,1,MEXICO
EGYPT,2019-06-01,1,MEXICO
ERITREA,2019-06-01,30,MEXICO
ETHIOPIA,2019-06-01,0,MEXICO
GABON,2019-06-01,0,MEXICO
GAMBIA,2019-06-01,0,MEXICO
GHANA,2019-06-01,14,MEXICO
GUINEA,2019-06-01,18,MEXICO
GUINEA-BISSAU,2019-06-01,0,MEXICO
EQUATORIAL GUINEA,2019-06-01,0,MEXICO
KENYA,2019-06-01,0,MEXICO
LESOTHO,2019-06-01,0,MEXICO
LIBERIA,2019-06-01,2,MEXICO
MADAGASCAR,2019-06-01,0,MEXICO
MALI,2019-06-01,0,MEXICO
MOROCCO,2019-06-01,0,MEXICO
MAURITIUS,2019-06-01,0,MEXICO
MAURITANIA,2019-06-01,0,MEXICO
NIGERIA,2019-06-01,5,MEXICO
SÃO TOMÉ & PRÍNCIPE,2019-06-01,0,MEXICO
SENEGAL,2019-06-01,8,MEXICO
SIERRA LEONE,2019-06-01,0,MEXICO
SOMALIA,2019-06-01,0,MEXICO
SOUTH AFRICA,2019-06-01,0,MEXICO
SUDAN,2019-06-01,1,MEXICO
TOGO,2019-06-01,1,MEXICO
UGANDA,2019-06-01,22,MEXICO
STATELESS,2019-06-01,0,MEXICO
CANADA,2019-05-01,3,MEXICO
UNITED STATES,2019-05-01,86,MEXICO
BELIZE,2019-05-01,19,MEXICO
COSTA RICA,2019-05-01,2,MEXICO
EL SALVADOR,2019-05-01,2364,MEXICO
GUATEMALA,2019-05-01,5964,MEXICO
HONDURAS,2019-05-01,9912,MEXICO
NICARAGUA,2019-05-01,421,MEXICO
PANAMA,2019-05-01,2,MEXICO
CUBA,2019-05-01,1660,MEXICO
DOMINICAN REPUBLIC,2019-05-01,9,MEXICO
HAITI,2019-05-01,1028,MEXICO
JAMAICA,2019-05-01,0,MEXICO
ARGENTINA,2019-05-01,6,MEXICO
BOLIVIA,2019-05-01,0,MEXICO
BRAZIL,2019-05-01,71,MEXICO
CHILE,2019-05-01,57,MEXICO
COLOMBIA,2019-05-01,46,MEXICO
ECUADOR,2019-05-01,21,MEXICO
GUYANA,2019-05-01,0,MEXICO
PARAGUAY,2019-05-01,0,MEXICO
PERU,2019-05-01,2,MEXICO
URUGUAY,2019-05-01,1,MEXICO
VENEZUELA,2019-05-01,60,MEXICO
GERMANY,2019-05-01,0,MEXICO
ANDORRA,2019-05-01,0,MEXICO
AUSTRIA,2019-05-01,0,MEXICO
BELGIUM,2019-05-01,1,MEXICO
CROATIA,2019-05-01,0,MEXICO
SLOVAKIA,2019-05-01,0,MEXICO
SPAIN,2019-05-01,2,MEXICO
FINLAND,2019-05-01,5,MEXICO
FRANCE,2019-05-01,3,MEXICO
GREECE,2019-05-01,0,MEXICO
HUNGARY,2019-05-01,0,MEXICO
IRELAND,2019-05-01,0,MEXICO
ITALY,2019-05-01,0,MEXICO
KOSOVO,2019-05-01,0,MEXICO
LITHUANIA,2019-05-01,0,MEXICO
NETHERLANDS,2019-05-01,0,MEXICO
POLAND,2019-05-01,0,MEXICO
PORTUGAL,2019-05-01,0,MEXICO
UNITED KINGDOM,2019-05-01,2,MEXICO
ROMANIA,2019-05-01,5,MEXICO
RUSSIA,2019-05-01,0,MEXICO
SERBIA,2019-05-01,0,MEXICO
SWITZERLAND,2019-05-01,0,MEXICO
UKRAINE,2019-05-01,0,MEXICO
AFGHANISTAN,2019-05-01,0,MEXICO
SAUDI ARABIA,2019-05-01,0,MEXICO
ARMENIA,2019-05-01,1,MEXICO
BANGLADESH,2019-05-01,133,MEXICO
CAMBODIA,2019-05-01,7,MEXICO
CHINA,2019-05-01,0,MEXICO
CYPRUS,2019-05-01,0,MEXICO
SOUTH KOREA,2019-05-01,1,MEXICO
PHILIPPINES,2019-05-01,0,MEXICO
GEORGIA,2019-05-01,0,MEXICO
INDIA,2019-05-01,204,MEXICO
IRAQ,2019-05-01,0,MEXICO
IRAN,2019-05-01,0,MEXICO
ISRAEL,2019-05-01,0,MEXICO
JAPAN,2019-05-01,0,MEXICO
JORDAN,2019-05-01,0,MEXICO
KYRGYZSTAN,2019-05-01,0,MEXICO
LEBANON,2019-05-01,1,MEXICO
MYANMAR (BURMA),2019-05-01,0,MEXICO
MONGOLIA,2019-05-01,1,MEXICO
NEPAL,2019-05-01,12,MEXICO
PAKISTAN,2019-05-01,13,MEXICO
PALESTINIAN TERRITORIES,2019-05-01,0,MEXICO
SINGAPORE,2019-05-01,0,MEXICO
SYRIA,2019-05-01,0,MEXICO
SRI LANKA,2019-05-01,26,MEXICO
THAILAND,2019-05-01,0,MEXICO
TAIWAN,2019-05-01,0,MEXICO
TAJIKISTAN,2019-05-01,0,MEXICO
TURKEY,2019-05-01,0,MEXICO
UZBEKISTAN,2019-05-01,0,MEXICO
VIETNAM,2019-05-01,0,MEXICO
YEMEN,2019-05-01,9,MEXICO
ANGOLA,2019-05-01,70,MEXICO
ALGERIA,2019-05-01,1,MEXICO
BENIN,2019-05-01,0,MEXICO
BURKINA FASO,2019-05-01,1,MEXICO
BURUNDI,2019-05-01,0,MEXICO
CAMEROON,2019-05-01,423,MEXICO
CENTRAL AFRICAN REPUBLIC,2019-05-01,0,MEXICO
CONGO - KINSHASA,2019-05-01,180,MEXICO
CÔTE D’IVOIRE,2019-05-01,3,MEXICO
EGYPT,2019-05-01,1,MEXICO
ERITREA,2019-05-01,27,MEXICO
ETHIOPIA,2019-05-01,0,MEXICO
GABON,2019-05-01,0,MEXICO
GAMBIA,2019-05-01,4,MEXICO
GHANA,2019-05-01,12,MEXICO
GUINEA,2019-05-01,8,MEXICO
GUINEA-BISSAU,2019-05-01,1,MEXICO
